EmployeeID,DateOfHire,DateOfBirth,Age ,Age Group,Gender,Salary Category,Department,Experience Level,JobTitle,Employment Status,SupervisorID,SupervisorName,SupervisorLevel,ProjectsAssigned,ProjectsCompleted,PerformanceRating,Salary,Bonus,YearsAtCompany,YearsInCurrentRole,TrainingHours,OvertimeHours,Absences,HireSource,EmployeeEngagementScore,TerminationDate,ReasonForLeaving,LastPromotionDate,SeniorLeader,TeamSize,PromotionCount,WorkFromHomeDays,PerformanceImprovementPlan,YearsSinceLastTraining,JobSatisfactionScore,RetentionRisk,DiversityCategory,SkillsAssessmentScore,RecruitmentCost,TimeToFillPosition,InternalPromotion,WorkHoursPerWeek,StressLevelScore
4466,06-09-2017,23-08-1997,28,Young,Male,Medium,Finance,Senior,"Designer, textile",Active,664,Lisa Austin,VP,16,17,4,53547.4,14923.69,8,6,35,8,1,Referral,1.29,Active Employee,Still Working ,No Promotion ,Arun S,32,0,9,No,2,3.02,Low,Diverse,72.99,9091.65,21,No,31,1.37
4467,06-06-2018,09-05-1996,30,Mid Age,Male,Medium,IT,Fresher,Lexicographer,Active,718,Melissa Mcgee,Director,18,11,1,48547.26,13964.58,2,7,75,37,11,Walk-in,2.58,Active Employee,Still Working ,16-07-2021,Thomas G,44,1,11,Yes,1,4.15,High,Diverse,52.37,9833.17,46,No,58,3.29
4468,25-05-2020,27-12-1989,36,Mid Age,Non-Binary,High,Marketing,Senior,Clinical cytogeneticist,Terminated,268,Caitlin Harris,Director,8,4,3,118899.38,4267.93,6,1,65,35,4,Walk-in,4.4,11-11-2020,Resignation,27-06-2023,Thomas G,36,5,6,Yes,2,1.73,High,Non-Diverse,66.42,5230.32,7,No,38,8.96
4469,09-12-2021,09-10-1983,42,Mid Age,Non-Binary,Medium,HR,Fresher,Set designer,On Leave,494,Ryan Whitney,Director,2,8,1,59972.46,5788.67,1,10,3,35,13,Walk-in,1.35,Active Employee,Still Working ,14-09-2022,Thomas G,8,1,3,Yes,4,4.7,Low,Non-Diverse,50.61,4747.43,5,No,32,3.38
4470,20-08-2018,31-08-2002,23,Young,Male,High,IT,Mid Level,Herbalist,On Leave,659,Daniel Jones,VP,9,5,4,78314.15,15148.75,5,10,73,41,2,Job Board,4.31,Active Employee,Still Working ,08-01-2022,Thomas G,11,1,0,No,0,2.6,Medium,Diverse,99.01,2873.65,7,No,32,4.59
4471,17-12-2021,08-02-1989,37,Mid Age,Female,Medium,Sales,Mid Level,"Civil engineer, consulting",On Leave,988,Stacy Wilson,VP,2,13,2,43732.7,15354.64,3,9,14,12,20,Job Board,2.63,Active Employee,Still Working ,No Promotion ,Thomas G,11,2,16,No,3,4.32,High,Non-Diverse,78.38,2477.82,53,Yes,59,8.31
4472,07-04-2023,20-12-1966,59,Senior,Female,High,IT,Fresher,Ecologist,Terminated,906,Kelly Wheeler,Manager,1,15,1,70985.31,1305.49,0,10,26,31,10,Referral,3.93,02-03-2024,None,No Promotion ,Arun S,24,4,12,Yes,5,4.79,Medium,Diverse,79.11,9327.63,23,No,50,5.67
4473,19-11-2017,18-08-2004,21,Young,Non-Binary,High,Finance,Fresher,"Geologist, engineering",Terminated,275,Thomas Andrews,Director,13,13,5,105074.38,4131.06,0,5,36,44,13,Job Board,3.65,11-11-2018,None,No Promotion ,Arun S,14,3,1,No,5,2.5,High,Non-Diverse,69.43,9685.01,58,No,60,8.61
4474,16-09-2019,02-03-2002,24,Young,Male,High,IT,Fresher,Technical author,On Leave,123,Veronica Daniels,Manager,20,12,3,98255.86,17187.12,0,3,99,40,15,Job Board,3.93,Active Employee,Still Working ,22-12-2023,Patrick,41,0,0,Yes,5,1.62,High,Non-Diverse,61.75,8711.39,20,Yes,55,1.08
4475,25-04-2022,01-12-1962,63,Senior,Male,High,Marketing,Fresher,Chartered loss adjuster,Active,650,Sarah Garcia,Director,18,17,5,100062.51,8647.19,1,7,95,23,20,Walk-in,3,Active Employee,Still Working ,No Promotion ,Thomas G,29,5,0,Yes,2,1.55,Medium,Diverse,75.37,2950.88,24,No,46,8.15
4476,12-04-2016,01-02-1976,50,Senior,Non-Binary,High,HR,Senior,Medical laboratory scientific officer,On Leave,766,Daniel Galloway,VP,18,19,4,81805.36,2387.69,6,5,57,29,5,Walk-in,3.71,Active Employee,Still Working ,13-01-2018,Arun S,48,2,8,No,5,2.6,Medium,Diverse,69.03,1531.27,6,Yes,60,3.46
4477,23-05-2015,19-01-1983,43,Mid Age,Female,Medium,Marketing,Mid Level,Commercial art gallery manager,On Leave,605,Courtney Garcia,Manager,13,4,3,52970.72,5339.35,4,9,62,7,1,Job Board,4.43,Active Employee,Still Working ,12-08-2021,Patrick,49,3,0,Yes,4,4.58,High,Diverse,76.95,2951.95,21,No,32,1.98
4478,28-03-2017,13-06-1996,29,Young,Female,High,Sales,Senior,Arboriculturist,Active,847,Garrett Parsons,Director,11,19,2,70658.28,7618.26,7,1,36,17,6,Recruiter,1.43,Active Employee,Still Working ,20-06-2019,Patrick,22,4,19,No,2,4.78,High,Diverse,68.9,3489.88,9,Yes,56,6.21
4479,29-09-2016,08-10-1977,48,Senior,Male,High,HR,Fresher,Communications engineer,Active,410,Samuel Carney,Director,0,14,2,91103.67,16142.85,1,4,67,46,1,Recruiter,3.92,Active Employee,Still Working ,24-06-2024,Patrick,8,2,17,Yes,5,1.21,Low,Non-Diverse,66.81,3126.62,31,No,60,6.46
4480,02-10-2017,27-09-1979,46,Senior,Male,Medium,Sales,Senior,Glass blower/designer,Active,503,Shawn Sanchez,Director,17,16,4,35851.02,13652,7,2,93,48,19,Recruiter,2.47,Active Employee,Still Working ,No Promotion ,Thomas G,11,1,0,No,5,4.8,Low,Non-Diverse,97.48,8219.25,45,Yes,45,7.13
4481,23-11-2022,18-02-1991,35,Mid Age,Non-Binary,Medium,Marketing,Senior,Associate Professor,Active,926,Brooke Marsh,Manager,6,2,2,63830.01,1439.53,7,10,45,48,7,Job Board,1.22,Active Employee,Still Working ,No Promotion ,Thomas G,40,5,4,Yes,3,4.68,High,Diverse,68.58,3727.3,38,No,34,9.63
4482,04-04-2021,07-08-1992,33,Mid Age,Female,Medium,Marketing,Fresher,Dentist,Terminated,202,David Glover,Manager,18,2,5,50639.77,17252.56,0,8,76,44,10,Referral,1.13,31-03-2024,Layoff,No Promotion ,Thomas G,27,3,9,Yes,5,2.76,High,Diverse,74.53,1335.7,7,Yes,56,8.1
4483,21-10-2017,05-02-1960,66,Senior,Male,Medium,IT,Senior,"Engineer, civil (contracting)",On Leave,861,Jose Hernandez,VP,6,0,3,49747.45,13191.64,8,0,100,5,17,Recruiter,3.1,Active Employee,Still Working ,No Promotion ,Thomas G,44,3,14,Yes,0,1.66,High,Non-Diverse,96.95,3114.48,48,Yes,30,2.95
4484,01-04-2021,29-08-1959,66,Senior,Male,Medium,Marketing,Senior,Equality and diversity officer,Active,172,Victoria Rodriguez PhD,VP,8,1,4,68877.8,15209.67,10,7,22,7,9,Walk-in,4.85,Active Employee,Still Working ,23-07-2022,Arun S,35,0,4,No,0,2.47,Low,Diverse,87.24,3016.04,42,Yes,42,1.45
4485,18-01-2016,01-07-1993,32,Mid Age,Non-Binary,High,IT,Mid Level,"Radiographer, therapeutic",Terminated,719,Robert Sullivan,Manager,6,13,1,94491.79,13476.75,3,8,35,41,0,Job Board,2.47,04-10-2016,Retirement,26-06-2018,Thomas G,47,5,14,No,2,3.52,Medium,Non-Diverse,88.57,3228.9,14,Yes,46,1.56
4486,09-03-2024,09-10-1989,36,Mid Age,Female,High,IT,Senior,Energy engineer,On Leave,236,Crystal Moore,Director,13,8,3,95224.29,14781.12,7,1,36,27,1,Recruiter,3.88,Active Employee,Still Working ,25-09-2024,Thomas G,19,4,8,Yes,2,4.49,Medium,Non-Diverse,58.78,2609.24,33,Yes,40,8.2
4487,08-11-2020,17-01-2001,25,Young,Non-Binary,High,Sales,Fresher,Barrister,On Leave,589,Katie Smith,Manager,16,2,1,80547.3,14628.38,2,5,92,24,1,Walk-in,3.43,Active Employee,Still Working ,No Promotion ,Patrick,5,2,10,No,0,2.71,Medium,Diverse,66.68,3690.64,34,Yes,38,5.65
4488,10-07-2021,26-07-1982,43,Mid Age,Male,Medium,Marketing,Senior,Analytical chemist,Terminated,485,Leroy Price,Manager,6,3,5,50747.49,15461.16,8,7,65,45,17,Job Board,2.64,05-03-2024,Layoff,20-07-2024,Patrick,41,2,8,Yes,4,3.69,Medium,Diverse,77.25,3282.14,45,No,37,4.32
4489,26-06-2021,21-01-1970,56,Senior,Non-Binary,High,HR,Fresher,Environmental education officer,On Leave,185,Rickey Nelson,Director,13,11,4,87752.77,14159.85,1,1,65,18,2,Recruiter,3.93,Active Employee,Still Working ,No Promotion ,Thomas G,47,2,16,No,1,4.59,Medium,Diverse,81.85,7501.88,21,No,50,1.96
4490,08-01-2017,19-08-1959,66,Senior,Non-Binary,Medium,HR,Fresher,Hydrogeologist,Active,288,Chelsea Campbell,Director,5,8,3,39052.3,12514.11,0,0,32,20,4,Job Board,2.03,Active Employee,Still Working ,No Promotion ,Thomas G,49,4,9,Yes,1,3.76,Medium,Non-Diverse,52.29,6483,38,No,41,8.67
4491,11-09-2023,10-08-1991,34,Mid Age,Female,High,HR,Fresher,Agricultural engineer,Active,899,Curtis Lewis,VP,20,20,1,82710.72,11804.69,0,0,62,21,7,Referral,3.25,Active Employee,Still Working ,18-12-2023,Patrick,48,3,5,No,0,1.24,High,Non-Diverse,60.36,6144.06,46,Yes,50,5.7
4492,16-07-2016,15-04-1975,51,Senior,Male,Medium,Sales,Fresher,Control and instrumentation engineer,Active,299,Mark Williams,VP,17,6,3,54820.78,11400.9,2,2,68,31,5,Recruiter,3.42,Active Employee,Still Working ,18-10-2021,Patrick,32,1,17,Yes,2,2.02,Low,Diverse,53.42,2333.57,27,No,53,9.2
4493,06-05-2022,14-12-1984,41,Mid Age,Non-Binary,High,HR,Senior,Chief Technology Officer,Terminated,486,Ryan Holt,VP,2,11,5,71145.32,15027.81,7,0,14,19,18,Referral,2.38,31-10-2022,None,02-10-2023,Patrick,16,0,5,No,5,1.79,Medium,Non-Diverse,83.82,6163.07,16,Yes,53,6.92
4494,16-04-2016,18-06-1980,45,Senior,Non-Binary,High,Finance,Fresher,"Engineer, civil (contracting)",Terminated,181,Andrew Hayes,Manager,14,7,5,109951.5,19558.82,1,4,61,1,19,Walk-in,2.54,08-03-2023,Layoff,No Promotion ,Patrick,22,1,13,No,3,2.24,Medium,Non-Diverse,78.03,5169.61,25,No,33,9.84
4495,14-05-2021,11-04-1990,36,Mid Age,Female,Medium,IT,Fresher,Barrister's clerk,Active,931,Cindy Hernandez,VP,7,19,4,69015.03,13385.14,1,6,82,42,4,Recruiter,3.57,Active Employee,Still Working ,No Promotion ,Arun S,17,1,2,No,3,1.89,High,Non-Diverse,86.26,8423.21,55,No,49,3.53
4496,19-03-2018,09-01-1964,62,Senior,Male,High,HR,Mid Level,Estate agent,Terminated,322,James Whitehead,Manager,7,8,3,112019.62,4060.91,3,10,51,3,5,Referral,2.94,14-01-2023,Layoff,No Promotion ,Patrick,31,1,15,Yes,1,1.01,Medium,Diverse,70.36,1175.31,41,No,45,8.24
4497,03-11-2024,06-05-1978,48,Senior,Non-Binary,High,HR,Senior,Legal secretary,Active,394,Anthony Howard,VP,14,3,5,118767.78,18684.98,9,2,45,2,0,Recruiter,3.35,Active Employee,Still Working ,No Promotion ,Patrick,12,4,2,Yes,3,4.07,Medium,Diverse,69.99,7922.16,55,Yes,57,3.03
4498,16-02-2015,17-01-1995,31,Mid Age,Male,Medium,HR,Mid Level,Publishing rights manager,On Leave,808,David Freeman,Director,1,4,1,61529.18,11850.02,4,1,16,12,12,Recruiter,3.75,Active Employee,Still Working ,No Promotion ,Arun S,18,3,17,Yes,5,4.93,Medium,Diverse,74.53,5426.86,21,No,40,6.45
4499,25-03-2015,13-09-1977,48,Senior,Non-Binary,High,IT,Senior,Learning disability nurse,Active,916,Julie White,Manager,20,18,1,111062.54,9396.13,10,2,91,42,4,Walk-in,2.7,Active Employee,Still Working ,No Promotion ,Patrick,30,2,11,Yes,3,2.66,High,Diverse,55.33,4487.46,41,No,42,5.81
4500,19-11-2022,22-05-1971,55,Senior,Non-Binary,High,Marketing,Senior,Accounting technician,On Leave,347,Edward Jackson,Manager,9,10,4,97466.36,16220.36,7,0,46,35,17,Recruiter,2.07,Active Employee,Still Working ,19-04-2023,Arun S,48,3,18,Yes,2,1.62,Medium,Diverse,53.61,3426.5,10,Yes,57,3
4501,13-04-2018,18-01-2002,24,Young,Female,Medium,Finance,Senior,"Engineer, civil (contracting)",Active,952,Janet Massey,Director,18,16,1,54962.04,4091.99,8,10,42,10,6,Recruiter,2.83,Active Employee,Still Working ,02-06-2021,Arun S,46,1,20,No,1,2.61,Medium,Non-Diverse,75.42,2619.22,30,No,49,5.5
4502,03-07-2024,04-10-1974,51,Senior,Non-Binary,High,Finance,Mid Level,"Runner, broadcasting/film/video",Terminated,558,Phillip Wallace,VP,13,20,3,103315.03,15638.27,3,5,95,20,4,Job Board,1.19,10-07-2024,None,No Promotion ,Patrick,12,1,19,No,1,3.16,High,Diverse,64.78,7655.52,51,No,47,6.37
4503,11-09-2022,10-07-1997,28,Young,Male,High,Finance,Senior,Herbalist,Active,967,Javier Anderson Jr.,Manager,5,0,2,103976.77,9737.18,6,2,32,42,7,Recruiter,3.59,Active Employee,Still Working ,11-09-2023,Arun S,30,3,1,Yes,3,4.2,Medium,Non-Diverse,95.07,9768.76,49,Yes,51,4.03
4504,02-04-2022,19-02-2003,23,Young,Male,Medium,HR,Senior,Magazine features editor,On Leave,332,Victoria Reed,VP,20,11,2,37285.14,15910.92,8,0,5,18,5,Recruiter,3.45,Active Employee,Still Working ,No Promotion ,Patrick,34,0,17,Yes,0,4.72,Low,Diverse,98.88,4727.01,25,Yes,54,5.07
4505,20-11-2022,11-08-1995,30,Mid Age,Male,High,IT,Senior,Paramedic,On Leave,971,Brian Flores,Director,3,16,3,93585.02,17392.04,10,7,42,26,9,Referral,3.57,Active Employee,Still Working ,No Promotion ,Arun S,14,0,1,Yes,0,1.79,High,Diverse,57.24,3888.9,58,Yes,36,9.27
4506,25-10-2015,25-02-1990,36,Mid Age,Female,High,HR,Senior,Exhibition designer,Active,122,Victoria Myers,Director,14,5,3,71462.92,18804.4,8,7,60,18,14,Walk-in,1.63,Active Employee,Still Working ,15-10-2022,Thomas G,32,5,9,Yes,4,1.27,Low,Diverse,73.09,5597.99,33,No,38,4.66
4507,05-07-2023,18-01-1983,43,Mid Age,Female,Medium,IT,Senior,Insurance underwriter,On Leave,128,Johnny Reese,VP,9,19,4,66313.14,18221.38,9,7,61,38,20,Referral,4.91,Active Employee,Still Working ,No Promotion ,Patrick,20,0,11,Yes,1,2.04,Low,Non-Diverse,70.42,4521.31,16,Yes,60,4.39
4508,02-12-2017,14-07-1977,48,Senior,Female,High,Marketing,Fresher,Food technologist,Terminated,587,Lauren Benson,Director,19,9,1,95856.98,11245.61,1,5,51,44,12,Recruiter,3.18,17-02-2020,Layoff,No Promotion ,Patrick,20,0,14,Yes,5,2.15,Low,Diverse,58.47,6519.51,54,No,30,8.17
4509,14-04-2017,13-05-1969,57,Senior,Female,Medium,Finance,Senior,Nature conservation officer,Active,564,Erin Russell,Manager,0,14,2,66374,18552.12,8,5,91,28,10,Job Board,2.38,Active Employee,Still Working ,No Promotion ,Arun S,13,4,1,No,3,4.86,Medium,Diverse,52.37,5011.54,17,Yes,42,8.66
4510,05-05-2015,02-02-1959,67,Senior,Male,Medium,Marketing,Fresher,"Embryologist, clinical",Active,809,Kevin Kennedy DVM,Director,19,16,1,52350.26,7273.3,0,7,15,48,15,Referral,2.82,Active Employee,Still Working ,No Promotion ,Patrick,8,4,9,No,4,1.51,High,Diverse,86.64,6162.39,37,No,58,3.02
4511,09-01-2025,28-11-1971,54,Senior,Male,Medium,IT,Senior,"Education officer, environmental",Terminated,261,Travis Stephens,Manager,5,16,2,68409.43,87.06,8,0,66,16,8,Job Board,1.42,26-01-2025,Resignation,24-01-2025,Thomas G,38,2,3,Yes,1,3.64,Medium,Diverse,87.42,6602.41,33,No,41,4.26
4512,17-03-2017,20-10-1969,56,Senior,Non-Binary,High,HR,Senior,Meteorologist,On Leave,125,Teresa Cox,VP,5,8,4,75311.02,17496.24,6,10,69,49,3,Job Board,1.34,Active Employee,Still Working ,10-01-2021,Arun S,21,3,19,No,4,1.5,Medium,Diverse,75.93,6276.52,6,No,47,4.69
4513,03-09-2024,15-06-1960,65,Senior,Male,High,IT,Senior,Architect,On Leave,463,Christopher Hensley,VP,2,3,5,92430.35,12739.5,10,8,9,41,4,Job Board,4.1,Active Employee,Still Working ,15-09-2024,Arun S,25,2,8,No,1,2.23,Low,Non-Diverse,86.58,7392.3,22,No,36,4.15
4514,29-06-2024,25-05-1989,37,Mid Age,Male,High,HR,Fresher,Naval architect,On Leave,118,Kristen Perez,VP,11,19,4,86630.12,12947.7,0,2,12,10,15,Walk-in,4.31,Active Employee,Still Working ,28-10-2024,Thomas G,35,2,5,Yes,2,1.12,High,Diverse,79.62,3084.25,49,No,33,8.92
4515,10-03-2019,16-05-1998,28,Young,Non-Binary,Medium,Sales,Senior,IT sales professional,Active,244,Jennifer White MD,Director,10,3,4,57223.44,8037.38,10,3,53,22,9,Walk-in,2.23,Active Employee,Still Working ,12-05-2022,Patrick,43,1,9,Yes,0,1.36,Low,Diverse,66.32,8704.47,34,No,51,4.09
4516,13-12-2024,09-06-1973,52,Senior,Female,Medium,HR,Senior,Translator,On Leave,638,Leah Ross,Director,16,9,2,64054.13,1153.22,7,1,70,9,15,Recruiter,1.64,Active Employee,Still Working ,No Promotion ,Patrick,43,2,15,No,1,2.13,High,Non-Diverse,66.51,6709.5,15,Yes,58,3.47
4517,03-05-2015,24-01-1983,43,Mid Age,Non-Binary,High,Finance,Fresher,Writer,On Leave,576,Jennifer Sandoval,VP,11,18,3,74853.28,3512.38,0,4,71,8,4,Walk-in,1.91,Active Employee,Still Working ,No Promotion ,Arun S,48,4,6,No,3,4.59,Medium,Non-Diverse,50.16,2406.61,38,No,41,8.91
4518,08-03-2015,23-03-2001,25,Young,Male,High,Marketing,Fresher,"Engineer, site",Terminated,974,Kaitlyn Harris,Director,1,14,3,102125.94,15580.35,1,6,27,13,2,Walk-in,4.33,05-05-2018,Retirement,No Promotion ,Arun S,31,5,10,No,2,2.06,Medium,Non-Diverse,73,2417.19,15,Yes,37,8.67
4519,10-05-2020,06-03-1966,60,Senior,Non-Binary,High,HR,Senior,"Designer, jewellery",Active,548,Pamela Warner,VP,1,3,4,102403.67,2427.34,10,2,96,26,17,Walk-in,1.91,Active Employee,Still Working ,07-04-2021,Thomas G,21,4,9,Yes,0,1.1,Low,Diverse,75.67,2058.55,45,Yes,38,4.34
4520,22-09-2018,03-02-1999,27,Young,Non-Binary,High,IT,Mid Level,"Surveyor, planning and development",On Leave,150,Cynthia Schneider,Director,1,18,2,110544.4,5084.75,5,0,97,27,15,Recruiter,4.08,Active Employee,Still Working ,No Promotion ,Arun S,8,2,3,No,2,4.59,Medium,Diverse,86.35,1472.29,31,Yes,39,9.9
4521,07-12-2018,30-11-2005,20,Young,Male,Medium,IT,Senior,Drilling engineer,Active,50,Allen Rodriguez,Manager,19,11,5,42106.57,9922.3,6,7,50,16,9,Recruiter,1.93,Active Employee,Still Working ,16-11-2021,Arun S,31,2,17,Yes,4,3.27,Low,Diverse,73.61,7111.94,51,No,40,7.69
4522,15-09-2019,12-05-1977,49,Senior,Male,Medium,HR,Senior,Network engineer,Active,105,Michael Osborne,Manager,4,8,3,55498.82,15804.78,8,10,99,22,14,Job Board,1.79,Active Employee,Still Working ,No Promotion ,Arun S,18,3,13,No,1,4.42,Low,Non-Diverse,93.59,4803.44,31,No,36,3.48
4523,06-09-2018,29-08-1961,64,Senior,Male,High,Finance,Mid Level,Contracting civil engineer,On Leave,744,Meghan Stark,Manager,9,5,3,98507.23,13849.63,3,7,50,17,13,Walk-in,1.87,Active Employee,Still Working ,05-10-2019,Thomas G,30,0,9,No,0,1.81,High,Diverse,65.74,4616.82,50,Yes,34,8.12
4524,26-03-2019,24-04-1968,58,Senior,Female,Medium,IT,Senior,Homeopath,On Leave,921,William Navarro MD,VP,17,14,5,33871.92,7843.91,10,5,77,2,10,Referral,2.06,Active Employee,Still Working ,No Promotion ,Patrick,14,3,19,Yes,0,1.12,Medium,Non-Diverse,71.25,9095.25,13,No,60,7.02
4525,20-06-2018,28-05-1969,56,Senior,Non-Binary,High,Finance,Senior,Local government officer,On Leave,689,Troy Edwards,Director,10,16,1,89262.9,5887.47,9,7,82,16,17,Job Board,4.42,Active Employee,Still Working ,28-04-2024,Arun S,19,1,19,No,5,4.49,High,Non-Diverse,84.63,1288.16,12,Yes,51,2.95
4526,28-09-2019,25-02-1974,52,Senior,Non-Binary,Medium,Sales,Senior,Plant breeder/geneticist,Terminated,204,Michelle Larson,VP,2,17,4,36416.37,4527.6,6,10,43,23,20,Referral,4.99,03-05-2024,Retirement,No Promotion ,Patrick,38,3,16,Yes,5,1.09,Medium,Non-Diverse,51.27,6413.52,55,No,35,6.52
4527,08-10-2016,17-05-1988,38,Mid Age,Female,High,IT,Senior,"Surveyor, rural practice",Terminated,891,Kristopher Carter,Director,12,19,4,106897.25,5319.81,9,3,31,23,7,Recruiter,3.54,20-03-2019,Resignation,07-01-2018,Arun S,18,5,7,No,3,1.33,Low,Non-Diverse,97.28,9920.05,23,Yes,59,3.16
4528,19-10-2021,07-08-1973,52,Senior,Non-Binary,High,HR,Senior,Call centre manager,On Leave,207,Carolyn Mcgee,VP,0,14,5,102537.54,18479.2,8,10,58,7,12,Job Board,2.86,Active Employee,Still Working ,05-06-2023,Patrick,7,0,20,Yes,1,2.72,Medium,Non-Diverse,66.65,6198.17,34,Yes,52,4.46
4529,13-04-2020,24-03-1959,67,Senior,Non-Binary,Medium,Finance,Senior,"Surveyor, mining",Terminated,176,Charles Diaz,VP,17,3,2,65822.43,14092.08,10,8,26,7,18,Referral,4.98,27-10-2021,Retirement,10-01-2024,Patrick,33,0,20,No,1,4.49,Low,Diverse,51.53,1982.33,13,No,40,8.15
4530,09-08-2021,16-07-1992,33,Mid Age,Male,High,HR,Senior,Dance movement psychotherapist,On Leave,900,Brian Friedman,Manager,3,7,3,92400.56,12340.79,7,9,79,38,16,Recruiter,4.26,Active Employee,Still Working ,No Promotion ,Patrick,24,5,12,No,4,1.9,Medium,Non-Diverse,92.4,3728.65,47,No,35,1.29
4531,10-03-2018,03-12-1966,59,Senior,Non-Binary,High,Sales,Senior,Visual merchandiser,Active,509,Adrienne Vasquez,VP,3,14,3,117235.78,7326.91,10,0,37,5,9,Recruiter,2.83,Active Employee,Still Working ,01-09-2020,Thomas G,44,1,6,No,2,4.22,High,Non-Diverse,77.23,8788.45,25,Yes,38,3.23
4532,16-07-2017,08-04-1971,55,Senior,Male,High,Sales,Mid Level,Electronics engineer,Active,722,Joshua Sanders,VP,20,16,4,116972.37,6543.15,4,3,17,38,16,Job Board,3.85,Active Employee,Still Working ,23-07-2023,Patrick,47,0,0,No,0,2.27,Medium,Non-Diverse,51.58,1743.37,6,No,60,4.87
4533,07-10-2022,14-05-1989,37,Mid Age,Male,Medium,Finance,Mid Level,"Therapist, drama",Terminated,588,Mr. Devin Martinez,VP,8,3,3,66887.54,15241.26,3,3,66,42,8,Recruiter,2.82,24-09-2023,Layoff,No Promotion ,Thomas G,19,4,10,Yes,1,3.45,Low,Diverse,93.47,9329.9,12,No,55,3.24
4534,21-12-2018,01-12-1964,61,Senior,Female,Medium,Finance,Fresher,"Journalist, magazine",On Leave,648,Nicholas Turner,Director,9,6,4,52868.77,3618.81,0,9,18,42,2,Walk-in,3.14,Active Employee,Still Working ,No Promotion ,Arun S,25,5,17,No,5,2.98,Low,Non-Diverse,70.5,6447.32,5,Yes,57,5.37
4535,09-12-2020,28-07-1989,36,Mid Age,Non-Binary,High,Marketing,Mid Level,English as a second language teacher,Terminated,234,Benjamin Johnson,Manager,14,17,3,116887.33,8441.08,5,0,97,2,14,Referral,2.58,07-10-2021,None,08-02-2024,Thomas G,11,0,4,No,1,1.65,High,Diverse,78.03,4152.95,39,Yes,60,5.38
4536,16-03-2023,20-05-1996,30,Mid Age,Non-Binary,High,Marketing,Senior,Recycling officer,Active,269,Barbara Hernandez,VP,19,9,5,91031.62,12006.81,8,5,65,37,11,Walk-in,4.9,Active Employee,Still Working ,27-07-2024,Patrick,48,5,4,No,2,3.67,High,Diverse,91.82,7021.88,30,Yes,30,2.88
4537,30-08-2022,10-12-2002,23,Young,Female,High,Sales,Senior,TEFL teacher,On Leave,58,Sandra Smith,VP,5,7,5,71951.38,6438.13,9,0,22,41,9,Recruiter,4.08,Active Employee,Still Working ,No Promotion ,Thomas G,14,4,14,No,0,3.85,Low,Diverse,71.9,1766.06,27,No,49,9.33
4538,20-11-2018,28-10-1981,44,Mid Age,Female,High,Finance,Fresher,Futures trader,Active,331,Marcus Wheeler,Director,20,14,2,90070.42,18388.47,1,7,97,38,8,Referral,4.07,Active Employee,Still Working ,01-10-2022,Thomas G,47,3,2,No,3,1.98,Low,Non-Diverse,69.58,9393.68,60,No,47,6.76
4539,07-12-2023,22-07-1976,49,Senior,Male,High,Marketing,Senior,Chief of Staff,On Leave,469,Rachel Henry,Director,17,2,5,99808.15,14068.91,10,6,24,9,16,Recruiter,1.53,Active Employee,Still Working ,No Promotion ,Arun S,48,5,13,No,3,3.91,High,Diverse,92.32,5661.53,49,No,55,5.13
4540,26-12-2020,28-05-2006,19,Young,Female,Medium,Finance,Senior,Health and safety adviser,Active,492,Matthew Miller,Manager,7,14,3,33644.8,16586.37,9,10,66,17,0,Walk-in,1.49,Active Employee,Still Working ,04-09-2022,Thomas G,30,3,12,No,3,1.81,High,Diverse,63.9,4650.25,49,Yes,31,2.74
4541,20-04-2017,30-04-1975,51,Senior,Male,Medium,IT,Mid Level,Immigration officer,Terminated,76,Haley Wood,Manager,20,1,5,31421.69,7708.6,4,3,66,31,13,Walk-in,3.54,07-03-2022,Retirement,No Promotion ,Patrick,19,3,3,No,0,2.61,Medium,Diverse,96.98,7364.95,49,No,43,1.28
4542,19-06-2023,04-06-1969,56,Senior,Female,High,IT,Senior,Chief Marketing Officer,Active,634,Marcus Lewis,Manager,14,18,3,88899.78,13462.36,10,0,15,43,19,Walk-in,4.52,Active Employee,Still Working ,29-02-2024,Patrick,44,1,13,Yes,1,1.44,Medium,Non-Diverse,89.3,7138.93,37,Yes,41,4.03
4543,18-11-2018,14-04-1989,37,Mid Age,Non-Binary,Medium,Marketing,Senior,"Administrator, arts",Active,39,Robert Robinson,VP,20,8,5,30879.56,10946.06,10,0,89,14,7,Recruiter,3.96,Active Employee,Still Working ,07-04-2022,Patrick,20,2,0,Yes,1,2.02,Low,Diverse,71.01,9334.55,19,No,38,9.37
4544,25-12-2024,29-09-2000,25,Young,Female,High,HR,Senior,"Programme researcher, broadcasting/film/video",On Leave,623,Joshua Thomas,Director,14,10,3,79677.76,10274.58,7,2,27,31,1,Referral,4.36,Active Employee,Still Working ,07-01-2025,Arun S,17,4,12,No,2,4.42,Medium,Non-Diverse,85.11,5364.4,22,No,30,8.27
4545,01-11-2019,20-09-1998,27,Young,Male,High,Sales,Mid Level,Dance movement psychotherapist,Active,335,Lisa Gates,VP,19,2,4,81514.18,160.23,5,1,48,40,14,Recruiter,4.37,Active Employee,Still Working ,No Promotion ,Arun S,22,0,12,No,5,1.1,High,Diverse,73.04,4983.44,8,Yes,45,8.65
